shipment_id,shipment_type,source_city,destination_city,material_type,quantity_tonnes,booking_date,scheduled_departure,scheduled_arrival,actual_departure,actual_arrival,delay_days,delay_flag,shipping_cost,expedite_surcharge,stockout_cost_per_tonne,carrier,temperature_sensitive,remarks
SHP0234,Inbound,Gujarat,Surat,Semi-Processed Yarn,7.47,2025-10-24,2025-10-27,2025-11-02,2025-10-27 08:00:00,2025-11-01 09:36:00,-0.6,0,3523.46,3331.23,1495.44,VRL Cargo,No,Held at warehouse
SHP0235,Inbound,Gujarat,Surat,Raw Yarn,17.26,2025-06-06,2025-06-07,2025-06-12,2025-06-06 23:00:00,2025-06-13 19:12:00,1.8,1,7094.61,3676.8,1329.29,TCI Express,No,Returned
SHP0236,Inbound,Punjab,Surat,Finished Yarn,17.7,2025-06-21,2025-06-24,2025-06-29,2025-06-24 00:00:00,2025-06-28 00:00:00,-1.0,0,9187.67,3407.69,1392.52,BlueDart,Yes,Held at warehouse
SHP0237,Outbound,Surat,Madhya Pradesh,Finished Yarn,9.42,2025-07-02,2025-07-05,2025-07-10,2025-07-05 01:00:00,2025-07-13 16:48:00,3.7,1,3781.6,2538.05,987.67,GATI Logistics,Yes,Held at warehouse
SHP0238,Inbound,Chennai,Surat,Raw Yarn,13.39,2025-10-13,2025-10-16,2025-10-18,2025-10-15 19:00:00,2025-10-23 14:24:00,5.6,1,5162.3,4565.92,502.92,GATI Logistics,Yes,Held at warehouse
SHP0239,Inbound,Uttar Pradesh,Surat,Raw Yarn,1.76,2025-07-01,2025-07-05,2025-07-09,2025-07-05 02:00:00,2025-07-10 07:12:00,1.3,1,1781.19,2897.15,1090.87,GATI Logistics,Yes,Damaged
SHP0240,Inbound,Uttar Pradesh,Surat,Finished Yarn,11.2,2025-09-14,2025-09-15,2025-09-19,2025-09-14 22:00:00,2025-09-18 00:00:00,-1.0,0,3737.01,4210.34,1072.05,TCI Express,No,Held at warehouse
SHP0241,Inbound,Gujarat,Surat,Semi-Processed Yarn,10.74,2025-03-30,2025-04-03,2025-04-05,2025-04-02 19:00:00,2025-04-05 07:12:00,0.3,1,3661.2,3029.65,1374.22,TCI Express,No,Held at warehouse
SHP0242,Inbound,Punjab,Surat,Finished Yarn,10.38,2025-07-30,2025-08-03,2025-08-09,2025-08-03 09:00:00,2025-08-13 14:24:00,4.6,1,4231.11,2687.31,911.02,GATI Logistics,No,Damaged
SHP0243,Inbound,Gujarat,Surat,Semi-Processed Yarn,18.24,2025-08-03,2025-08-06,2025-08-08,2025-08-06 07:00:00,2025-08-08 14:24:00,0.6,1,7610.85,4486.39,756.69,BlueDart,Yes,Normal
SHP0244,Outbound,Surat,Uttarakhand,Semi-Processed Yarn,13.64,2025-08-29,2025-09-01,2025-09-07,2025-08-31 21:00:00,2025-09-09 09:36:00,2.4,1,7307.46,4601.29,904.24,TCI Express,Yes,Damaged
SHP0245,Outbound,Surat,Gujarat,Semi-Processed Yarn,7.1,2025-08-13,2025-08-15,2025-08-21,2025-08-15 05:00:00,2025-08-20 00:00:00,-1.0,0,4255.07,1555.49,615.74,Delhivery,No,Returned
SHP0246,Inbound,Gujarat,Surat,Semi-Processed Yarn,3.93,2025-02-21,2025-02-24,2025-03-02,2025-02-23 20:00:00,2025-03-08 04:48:00,6.2,1,3327.74,4965.05,1320.01,GATI Logistics,No,Normal
SHP0247,Inbound,Chennai,Surat,Raw Yarn,14.2,2025-06-09,2025-06-11,2025-06-17,2025-06-11 08:00:00,2025-06-21 09:36:00,4.4,1,6469.96,3916.69,1152.29,VRL Cargo,No,Damaged
SHP0248,Inbound,Uttar Pradesh,Surat,Raw Yarn,17.07,2025-07-27,2025-07-29,2025-08-02,2025-07-29 07:00:00,2025-08-03 09:36:00,1.4,1,5908.21,4155.94,946.42,BlueDart,No,Held at warehouse
SHP0249,Inbound,Punjab,Surat,Finished Yarn,16.17,2025-09-04,2025-09-08,2025-09-10,2025-09-08 04:00:00,2025-09-09 00:00:00,-1.0,0,4939.02,2571.9,1025.81,Delhivery,Yes,Held at warehouse
SHP0250,Inbound,Gujarat,Surat,Finished Yarn,10.72,2025-02-19,2025-02-22,2025-02-28,2025-02-22 02:00:00,2025-02-27 21:36:00,-0.1,0,8182.5,2359.08,1017.24,TCI Express,No,Held at warehouse
SHP0251,Outbound,Surat,Assam,Semi-Processed Yarn,8.2,2025-01-03,2025-01-05,2025-01-09,2025-01-05 00:00:00,2025-01-08 00:00:00,-1.0,0,5535.35,4366.89,1080.22,GATI Logistics,Yes,Held at warehouse
SHP0252,Inbound,Rajasthan,Surat,Raw Yarn,11.63,2025-02-01,2025-02-02,2025-02-05,2025-02-01 23:00:00,2025-02-04 14:24:00,-0.4,0,6119.71,3127.65,635.79,Delhivery,Yes,Held at warehouse
SHP0253,Inbound,Punjab,Surat,Raw Yarn,2.89,2025-03-04,2025-03-08,2025-03-12,2025-03-08 08:00:00,2025-03-13 04:48:00,1.2,1,2341.41,2481.59,874.8,Delhivery,Yes,Damaged
SHP0254,Inbound,Gujarat,Surat,Semi-Processed Yarn,10.01,2025-05-14,2025-05-18,2025-05-20,2025-05-17 19:00:00,2025-05-26 19:12:00,6.8,1,4001.31,1606.34,530.94,BlueDart,Yes,Expedited
SHP0255,Inbound,Rajasthan,Surat,Raw Yarn,19.44,2025-08-21,2025-08-25,2025-08-27,2025-08-25 00:00:00,2025-09-03 04:48:00,7.2,1,8776.79,2424.74,1326.81,VRL Cargo,Yes,Expedited
SHP0256,Inbound,Gujarat,Surat,Finished Yarn,14.47,2025-02-23,2025-02-26,2025-03-03,2025-02-25 23:00:00,2025-03-11 16:48:00,8.7,1,9629.37,2389.11,1080.47,Delhivery,Yes,Held at warehouse
SHP0257,Outbound,Surat,Assam,Finished Yarn,3.64,2025-05-14,2025-05-17,2025-05-21,2025-05-16 21:00:00,2025-05-24 21:36:00,3.9,1,3325.01,3277.51,1120.66,TCI Express,Yes,Expedited
SHP0258,Inbound,Uttar Pradesh,Surat,Raw Yarn,4.82,2025-04-29,2025-04-30,2025-05-02,2025-04-29 23:00:00,2025-05-02 00:00:00,0.0,0,2637.66,4856.12,1409.45,TCI Express,Yes,Damaged
SHP0259,Inbound,Chennai,Surat,Semi-Processed Yarn,14.72,2025-06-10,2025-06-14,2025-06-20,2025-06-13 23:00:00,2025-06-23 00:00:00,3.0,1,7399.35,4508.36,1444.04,Delhivery,No,Damaged
SHP0260,Inbound,Chennai,Surat,Semi-Processed Yarn,3.83,2025-05-19,2025-05-23,2025-05-28,2025-05-22 22:00:00,2025-06-03 21:36:00,6.9,1,3343.27,2501.32,785.78,TCI Express,Yes,Held at warehouse
SHP0261,Outbound,Surat,Jaipur,Semi-Processed Yarn,4.86,2025-08-17,2025-08-19,2025-08-23,2025-08-18 19:00:00,2025-08-24 07:12:00,1.3,1,4807.41,2630.34,1327.52,BlueDart,No,Returned
SHP0262,Inbound,Chennai,Surat,Raw Yarn,15.53,2025-06-22,2025-06-26,2025-06-28,2025-06-26 02:00:00,2025-07-02 00:00:00,4.0,1,8952.94,4387.88,1393.09,Delhivery,Yes,Held at warehouse
SHP0263,Inbound,Rajasthan,Surat,Semi-Processed Yarn,2.19,2025-09-23,2025-09-25,2025-10-01,2025-09-25 00:00:00,2025-10-05 16:48:00,4.7,1,2467.92,3770.13,634.44,Delhivery,Yes,Returned
SHP0264,Outbound,Surat,Kerala,Raw Yarn,6.69,2025-04-18,2025-04-22,2025-04-26,2025-04-22 02:00:00,2025-04-30 09:36:00,4.4,1,4606.73,4962.18,700.65,VRL Cargo,No,Damaged
SHP0265,Outbound,Surat,Assam,Semi-Processed Yarn,19.9,2025-01-27,2025-01-28,2025-02-01,2025-01-27 19:00:00,2025-02-05 04:48:00,4.2,1,4335.07,4748.36,1321.93,GATI Logistics,Yes,Damaged
SHP0266,Outbound,Surat,Mumbai,Semi-Processed Yarn,16.37,2025-09-23,2025-09-26,2025-09-28,2025-09-25 20:00:00,2025-10-01 12:00:00,3.5,1,5052.34,2628.43,566.01,GATI Logistics,No,Returned
SHP0267,Inbound,Rajasthan,Surat,Raw Yarn,7.63,2025-02-03,2025-02-07,2025-02-13,2025-02-06 20:00:00,2025-02-12 21:36:00,-0.1,0,5626.15,1200.9,572.9,BlueDart,Yes,Normal
SHP0268,Inbound,Gujarat,Surat,Finished Yarn,8.65,2025-03-30,2025-03-31,2025-04-04,2025-03-31 02:00:00,2025-04-07 00:00:00,3.0,1,3163.3,2064.67,522.03,BlueDart,Yes,Expedited
SHP0269,Inbound,Rajasthan,Surat,Finished Yarn,12.08,2025-09-10,2025-09-13,2025-09-19,2025-09-13 09:00:00,2025-09-25 09:36:00,6.4,1,7646.3,2797.4,1085.86,VRL Cargo,No,Damaged
SHP0270,Outbound,Surat,Madhya Pradesh,Raw Yarn,12.87,2025-01-22,2025-01-25,2025-01-28,2025-01-25 06:00:00,2025-01-28 14:24:00,0.6,1,4534.81,2159.88,1063.29,BlueDart,Yes,Expedited
SHP0271,Inbound,Uttar Pradesh,Surat,Finished Yarn,3.28,2025-10-03,2025-10-06,2025-10-11,2025-10-05 20:00:00,2025-10-10 00:00:00,-1.0,0,3219.42,2086.19,902.45,TCI Express,Yes,Held at warehouse
SHP0272,Inbound,Gujarat,Surat,Raw Yarn,2.95,2025-02-26,2025-03-02,2025-03-05,2025-03-02 00:00:00,2025-03-06 21:36:00,1.9,1,1869.77,4357.35,503.82,VRL Cargo,No,Returned
SHP0273,Inbound,Gujarat,Surat,Semi-Processed Yarn,5.69,2025-08-11,2025-08-13,2025-08-17,2025-08-13 03:00:00,2025-08-18 12:00:00,1.5,1,3645.69,4155.73,1391.87,Delhivery,Yes,Returned
SHP0274,Inbound,Chennai,Surat,Semi-Processed Yarn,9.24,2025-09-30,2025-10-02,2025-10-07,2025-10-01 21:00:00,2025-10-09 09:36:00,2.4,1,3965.08,2975.26,887.65,TCI Express,Yes,Returned
SHP0275,Inbound,Uttar Pradesh,Surat,Semi-Processed Yarn,13.02,2025-07-31,2025-08-01,2025-08-07,2025-07-31 19:00:00,2025-08-11 21:36:00,4.9,1,4178.89,3704.43,1443.98,VRL Cargo,Yes,Returned
SHP0276,Outbound,Surat,Madhya Pradesh,Finished Yarn,6.11,2025-05-23,2025-05-26,2025-06-01,2025-05-26 04:00:00,2025-06-06 16:48:00,5.7,1,2773.81,2540.48,1365.82,Delhivery,Yes,Damaged
SHP0277,Outbound,Surat,Mumbai,Finished Yarn,10.04,2025-02-03,2025-02-06,2025-02-10,2025-02-06 03:00:00,2025-02-10 12:00:00,0.5,1,4233.61,2663.19,1219.65,TCI Express,No,Held at warehouse
SHP0278,Outbound,Surat,West Bengal,Raw Yarn,8.05,2025-09-18,2025-09-21,2025-09-23,2025-09-20 22:00:00,2025-09-24 14:24:00,1.6,1,5204.29,2181.21,636.6,BlueDart,Yes,Normal
SHP0279,Outbound,Surat,West Bengal,Raw Yarn,13.38,2025-08-10,2025-08-12,2025-08-17,2025-08-12 00:00:00,2025-08-19 09:36:00,2.4,1,6369.52,2149.64,867.79,GATI Logistics,No,Returned
SHP0280,Inbound,Chennai,Surat,Finished Yarn,2.1,2025-02-03,2025-02-06,2025-02-11,2025-02-06 09:00:00,2025-02-12 00:00:00,1.0,1,1577.1,2516.38,837.35,TCI Express,No,Expedited
SHP0281,Outbound,Surat,Madhya Pradesh,Finished Yarn,1.37,2025-02-07,2025-02-09,2025-02-11,2025-02-09 06:00:00,2025-02-10 09:36:00,-0.6,0,1225.43,2856.38,1463.5,TCI Express,Yes,Held at warehouse
SHP0282,Inbound,Chennai,Surat,Raw Yarn,10.86,2025-07-23,2025-07-25,2025-07-30,2025-07-25 09:00:00,2025-08-04 14:24:00,5.6,1,3468.45,4428.52,1075.36,BlueDart,No,Returned
SHP0283,Inbound,Uttar Pradesh,Surat,Semi-Processed Yarn,2.45,2025-04-25,2025-04-27,2025-05-03,2025-04-27 04:00:00,2025-05-07 21:36:00,4.9,1,2066.47,3282.6,1068.09,BlueDart,Yes,Expedited
SHP0284,Inbound,Gujarat,Surat,Finished Yarn,13.6,2025-06-14,2025-06-18,2025-06-22,2025-06-18 03:00:00,2025-06-21 19:12:00,-0.2,0,8218.19,3424.59,791.14,BlueDart,No,Normal
SHP0285,Outbound,Surat,Karnataka,Semi-Processed Yarn,4.93,2025-02-15,2025-02-19,2025-02-25,2025-02-19 06:00:00,2025-02-24 19:12:00,-0.2,0,2261.21,3686.57,1082.21,TCI Express,No,Held at warehouse
SHP0286,Outbound,Surat,Jaipur,Finished Yarn,19.81,2025-03-13,2025-03-16,2025-03-21,2025-03-15 20:00:00,2025-03-20 14:24:00,-0.4,0,10488.99,4107.71,704.98,TCI Express,No,Returned
SHP0287,Inbound,Gujarat,Surat,Finished Yarn,14.79,2025-07-05,2025-07-09,2025-07-11,2025-07-09 05:00:00,2025-07-14 04:48:00,3.2,1,9719.31,4625.68,663.88,TCI Express,Yes,Damaged
SHP0288,Outbound,Surat,Assam,Finished Yarn,13.21,2025-08-31,2025-09-04,2025-09-09,2025-09-04 03:00:00,2025-09-15 04:48:00,6.2,1,9287.57,1248.81,647.3,BlueDart,No,Normal
SHP0289,Inbound,Punjab,Surat,Semi-Processed Yarn,1.15,2025-07-09,2025-07-11,2025-07-13,2025-07-11 09:00:00,2025-07-15 02:24:00,2.1,1,1980.13,4849.24,1120.91,TCI Express,No,Expedited
SHP0290,Outbound,Surat,West Bengal,Semi-Processed Yarn,18.64,2025-08-17,2025-08-20,2025-08-26,2025-08-20 09:00:00,2025-08-29 19:12:00,3.8,1,4555.84,2782.17,709.19,GATI Logistics,No,Returned
SHP0291,Outbound,Surat,Kerala,Finished Yarn,1.95,2025-09-11,2025-09-15,2025-09-21,2025-09-15 06:00:00,2025-09-20 00:00:00,-1.0,0,1830.65,4805.72,1494.82,GATI Logistics,Yes,Damaged
SHP0292,Inbound,Chennai,Surat,Raw Yarn,14.52,2025-10-22,2025-10-25,2025-10-29,2025-10-24 23:00:00,2025-11-01 19:12:00,3.8,1,7059.04,1292.33,1122.34,VRL Cargo,No,Normal
SHP0293,Inbound,Chennai,Surat,Finished Yarn,19.64,2025-02-27,2025-03-03,2025-03-07,2025-03-03 05:00:00,2025-03-13 02:24:00,6.1,1,11873.58,4029.24,661.67,BlueDart,No,Damaged
SHP0294,Outbound,Surat,Mumbai,Finished Yarn,10.06,2025-08-04,2025-08-05,2025-08-07,2025-08-05 05:00:00,2025-08-06 00:00:00,-1.0,0,4591.2,3260.34,1271.63,VRL Cargo,No,Held at warehouse
SHP0295,Inbound,Gujarat,Surat,Finished Yarn,10.48,2025-01-04,2025-01-05,2025-01-11,2025-01-05 09:00:00,2025-01-15 16:48:00,4.7,1,4863.68,2286.68,1348.04,VRL Cargo,No,Damaged
SHP0296,Inbound,Punjab,Surat,Raw Yarn,14.85,2025-01-29,2025-01-31,2025-02-02,2025-01-31 07:00:00,2025-02-01 00:00:00,-1.0,0,7724.22,1474.01,788.88,GATI Logistics,Yes,Expedited
SHP0297,Inbound,Rajasthan,Surat,Finished Yarn,8.56,2025-10-03,2025-10-07,2025-10-09,2025-10-06 22:00:00,2025-10-09 02:24:00,0.1,1,2423.22,1230.81,944.37,GATI Logistics,No,Held at warehouse
SHP0298,Outbound,Surat,Gujarat,Finished Yarn,6.24,2025-07-06,2025-07-10,2025-07-16,2025-07-09 22:00:00,2025-07-22 00:00:00,6.0,1,3624.3,4389.09,1402.24,BlueDart,No,Expedited
SHP0299,Inbound,Gujarat,Surat,Semi-Processed Yarn,17.67,2025-10-20,2025-10-21,2025-10-25,2025-10-21 07:00:00,2025-10-25 19:12:00,0.8,1,8890.25,3253.3,927.5,VRL Cargo,No,Normal
SHP0300,Outbound,Surat,West Bengal,Finished Yarn,7.2,2025-09-09,2025-09-10,2025-09-13,2025-09-10 02:00:00,2025-09-17 02:24:00,4.1,1,4410.83,4292.64,1388.89,BlueDart,Yes,Returned
SHP0301,Inbound,Punjab,Surat,Raw Yarn,11.35,2025-03-03,2025-03-05,2025-03-09,2025-03-05 08:00:00,2025-03-09 16:48:00,0.7,1,2979.5,4763.14,1006.92,VRL Cargo,No,Returned
SHP0302,Inbound,Chennai,Surat,Raw Yarn,8.78,2025-09-01,2025-09-05,2025-09-11,2025-09-04 22:00:00,2025-09-13 07:12:00,2.3,1,6140.23,3618.6,651.6,VRL Cargo,No,Normal
SHP0303,Inbound,Uttar Pradesh,Surat,Semi-Processed Yarn,17.64,2025-06-11,2025-06-13,2025-06-19,2025-06-12 23:00:00,2025-06-23 02:24:00,4.1,1,7856.78,1814.31,510.09,TCI Express,Yes,Returned
SHP0304,Outbound,Surat,Madhya Pradesh,Semi-Processed Yarn,9.31,2025-09-22,2025-09-23,2025-09-28,2025-09-23 06:00:00,2025-09-27 00:00:00,-1.0,0,4892.0,3562.54,915.94,TCI Express,No,Returned
SHP0305,Inbound,Rajasthan,Surat,Finished Yarn,15.42,2025-07-02,2025-07-06,2025-07-12,2025-07-06 08:00:00,2025-07-16 14:24:00,4.6,1,4831.22,4998.18,905.75,GATI Logistics,Yes,Held at warehouse
SHP0306,Outbound,Surat,Jaipur,Semi-Processed Yarn,5.19,2025-08-17,2025-08-20,2025-08-22,2025-08-20 05:00:00,2025-08-25 16:48:00,3.7,1,3562.6,1082.69,769.02,Delhivery,No,Expedited
SHP0307,Outbound,Surat,Uttarakhand,Finished Yarn,10.83,2025-03-22,2025-03-25,2025-03-27,2025-03-25 09:00:00,2025-03-30 09:36:00,3.4,1,7305.08,1410.06,1013.85,Delhivery,Yes,Expedited
SHP0308,Inbound,Gujarat,Surat,Raw Yarn,10.67,2025-04-21,2025-04-25,2025-04-28,2025-04-25 02:00:00,2025-04-29 14:24:00,1.6,1,3223.82,4214.07,622.03,Delhivery,Yes,Held at warehouse
SHP0309,Inbound,Punjab,Surat,Finished Yarn,3.38,2025-09-13,2025-09-15,2025-09-18,2025-09-15 07:00:00,2025-09-18 09:36:00,0.4,1,2395.0,1629.31,618.87,VRL Cargo,No,Returned
SHP0310,Outbound,Surat,Madhya Pradesh,Semi-Processed Yarn,15.53,2025-07-21,2025-07-23,2025-07-25,2025-07-22 19:00:00,2025-07-28 14:24:00,3.6,1,5373.99,4144.82,1234.44,VRL Cargo,No,Expedited
SHP0311,Outbound,Surat,Uttarakhand,Raw Yarn,8.3,2025-01-08,2025-01-12,2025-01-15,2025-01-12 01:00:00,2025-01-20 04:48:00,5.2,1,4197.22,4268.51,1046.43,Delhivery,Yes,Returned
SHP0312,Outbound,Surat,Assam,Raw Yarn,19.37,2025-01-16,2025-01-19,2025-01-23,2025-01-19 00:00:00,2025-01-26 02:24:00,3.1,1,8193.98,3857.64,1452.47,Delhivery,No,Returned
SHP0313,Inbound,Gujarat,Surat,Raw Yarn,5.31,2025-09-21,2025-09-25,2025-09-30,2025-09-25 00:00:00,2025-09-29 00:00:00,-1.0,0,4254.44,2001.87,1124.87,GATI Logistics,No,Expedited
SHP0314,Outbound,Surat,Karnataka,Finished Yarn,11.86,2025-09-07,2025-09-11,2025-09-14,2025-09-10 22:00:00,2025-09-19 00:00:00,5.0,1,4825.5,3195.43,787.63,GATI Logistics,No,Returned
SHP0315,Inbound,Punjab,Surat,Semi-Processed Yarn,6.83,2025-04-16,2025-04-19,2025-04-21,2025-04-18 23:00:00,2025-04-26 00:00:00,5.0,1,3379.75,2143.03,932.77,VRL Cargo,No,Held at warehouse
SHP0316,Inbound,Gujarat,Surat,Raw Yarn,14.02,2025-04-10,2025-04-11,2025-04-16,2025-04-10 19:00:00,2025-04-17 09:36:00,1.4,1,8259.21,3529.13,698.99,TCI Express,No,Damaged
SHP0317,Inbound,Punjab,Surat,Finished Yarn,8.95,2025-08-14,2025-08-15,2025-08-21,2025-08-15 03:00:00,2025-08-24 07:12:00,3.3,1,4594.04,3074.8,679.36,VRL Cargo,No,Held at warehouse
SHP0318,Outbound,Surat,West Bengal,Semi-Processed Yarn,19.44,2025-02-03,2025-02-05,2025-02-11,2025-02-04 20:00:00,2025-02-12 12:00:00,1.5,1,9859.86,2386.1,897.61,VRL Cargo,No,Returned
SHP0319,Inbound,Punjab,Surat,Raw Yarn,6.02,2025-03-03,2025-03-05,2025-03-08,2025-03-05 00:00:00,2025-03-12 19:12:00,4.8,1,2998.03,1688.44,1425.52,TCI Express,Yes,Held at warehouse
SHP0320,Inbound,Chennai,Surat,Raw Yarn,2.3,2025-05-10,2025-05-13,2025-05-17,2025-05-12 22:00:00,2025-05-16 00:00:00,-1.0,0,1809.01,3566.53,1203.79,GATI Logistics,No,Damaged
SHP0321,Outbound,Surat,Karnataka,Raw Yarn,8.09,2025-06-19,2025-06-21,2025-06-23,2025-06-20 20:00:00,2025-06-22 00:00:00,-1.0,0,6904.03,1423.62,654.83,VRL Cargo,No,Returned
SHP0322,Outbound,Surat,Gujarat,Raw Yarn,18.95,2025-08-09,2025-08-13,2025-08-17,2025-08-13 02:00:00,2025-08-19 12:00:00,2.5,1,10494.73,3720.45,908.15,TCI Express,No,Damaged
SHP0323,Outbound,Surat,Jaipur,Raw Yarn,1.29,2025-06-24,2025-06-26,2025-07-01,2025-06-26 00:00:00,2025-07-05 07:12:00,4.3,1,1425.58,1033.28,933.58,GATI Logistics,No,Returned
SHP0324,Inbound,Chennai,Surat,Raw Yarn,2.76,2025-08-13,2025-08-17,2025-08-22,2025-08-17 09:00:00,2025-08-28 09:36:00,6.4,1,1950.04,3893.79,509.05,Delhivery,No,Normal
SHP0325,Inbound,Rajasthan,Surat,Finished Yarn,12.2,2025-07-03,2025-07-06,2025-07-09,2025-07-06 01:00:00,2025-07-08 02:24:00,-0.9,0,5896.39,3954.89,513.75,TCI Express,No,Returned
SHP0326,Inbound,Gujarat,Surat,Semi-Processed Yarn,5.72,2025-03-06,2025-03-08,2025-03-11,2025-03-08 02:00:00,2025-03-14 21:36:00,3.9,1,3020.91,1861.38,1097.1,VRL Cargo,No,Held at warehouse
SHP0327,Outbound,Surat,West Bengal,Raw Yarn,12.3,2025-04-22,2025-04-24,2025-04-27,2025-04-24 05:00:00,2025-04-30 12:00:00,3.5,1,6085.61,2589.79,1013.61,TCI Express,Yes,Returned
SHP0328,Inbound,Punjab,Surat,Finished Yarn,5.81,2025-10-24,2025-10-26,2025-10-29,2025-10-25 19:00:00,2025-11-01 09:36:00,3.4,1,4554.61,3153.33,768.85,BlueDart,Yes,Damaged
SHP0329,Inbound,Uttar Pradesh,Surat,Semi-Processed Yarn,8.0,2025-09-26,2025-09-29,2025-10-03,2025-09-29 05:00:00,2025-10-11 09:36:00,8.4,1,5715.57,2997.73,1035.03,Delhivery,Yes,Expedited
SHP0330,Outbound,Surat,Karnataka,Semi-Processed Yarn,3.74,2025-08-24,2025-08-26,2025-08-30,2025-08-26 04:00:00,2025-08-29 16:48:00,-0.3,0,1791.61,3010.52,556.18,BlueDart,No,Expedited
SHP0331,Inbound,Uttar Pradesh,Surat,Semi-Processed Yarn,10.33,2025-10-06,2025-10-07,2025-10-11,2025-10-06 19:00:00,2025-10-18 04:48:00,7.2,1,5208.03,3065.7,1286.52,Delhivery,Yes,Normal
SHP0332,Inbound,Punjab,Surat,Semi-Processed Yarn,18.91,2025-08-13,2025-08-16,2025-08-21,2025-08-15 21:00:00,2025-08-20 00:00:00,-1.0,0,5421.63,2239.23,749.96,Delhivery,No,Expedited
SHP0333,Outbound,Surat,Uttarakhand,Raw Yarn,10.79,2025-06-10,2025-06-12,2025-06-15,2025-06-12 01:00:00,2025-06-18 09:36:00,3.4,1,5271.22,4145.43,1132.22,BlueDart,No,Expedited
SHP0334,Inbound,Uttar Pradesh,Surat,Finished Yarn,8.1,2025-03-23,2025-03-24,2025-03-26,2025-03-23 23:00:00,2025-03-29 14:24:00,3.6,1,4114.24,4315.49,848.89,BlueDart,No,Returned
SHP0335,Outbound,Surat,Uttarakhand,Semi-Processed Yarn,10.91,2025-08-27,2025-08-31,2025-09-05,2025-08-31 03:00:00,2025-09-08 07:12:00,3.3,1,3248.46,2836.76,911.09,Delhivery,No,Damaged
SHP0336,Outbound,Surat,West Bengal,Semi-Processed Yarn,14.72,2025-04-26,2025-04-28,2025-05-04,2025-04-27 19:00:00,2025-05-07 19:12:00,3.8,1,10129.89,3127.56,1289.43,GATI Logistics,No,Returned
SHP0337,Inbound,Gujarat,Surat,Finished Yarn,6.64,2025-06-12,2025-06-14,2025-06-18,2025-06-14 04:00:00,2025-06-21 16:48:00,3.7,1,2650.68,1889.45,1019.22,TCI Express,No,Returned
SHP0338,Inbound,Gujarat,Surat,Finished Yarn,12.55,2025-03-15,2025-03-16,2025-03-20,2025-03-16 00:00:00,2025-03-23 00:00:00,3.0,1,6383.09,3465.2,1056.88,TCI Express,Yes,Returned
SHP0339,Outbound,Surat,Karnataka,Raw Yarn,8.9,2025-05-09,2025-05-12,2025-05-15,2025-05-12 07:00:00,2025-05-21 12:00:00,6.5,1,4478.97,4482.11,1131.42,VRL Cargo,Yes,Returned
SHP0340,Outbound,Surat,Madhya Pradesh,Raw Yarn,11.12,2025-02-04,2025-02-07,2025-02-13,2025-02-07 07:00:00,2025-02-13 09:36:00,0.4,1,6969.02,3049.14,614.29,GATI Logistics,No,Held at warehouse
SHP0341,Inbound,Rajasthan,Surat,Finished Yarn,15.53,2025-07-23,2025-07-27,2025-08-02,2025-07-27 05:00:00,2025-08-05 14:24:00,3.6,1,5012.04,3242.71,1128.43,VRL Cargo,No,Returned
SHP0342,Outbound,Surat,Jaipur,Finished Yarn,14.08,2025-03-17,2025-03-18,2025-03-23,2025-03-18 03:00:00,2025-03-29 00:00:00,6.0,1,8420.6,4285.55,1343.33,GATI Logistics,Yes,Returned
SHP0343,Inbound,Punjab,Surat,Finished Yarn,10.22,2025-04-11,2025-04-15,2025-04-21,2025-04-15 07:00:00,2025-04-24 00:00:00,3.0,1,3665.58,2638.96,1147.77,TCI Express,No,Held at warehouse
SHP0344,Outbound,Surat,Jaipur,Finished Yarn,1.29,2025-03-26,2025-03-27,2025-04-01,2025-03-27 09:00:00,2025-04-02 02:24:00,1.1,1,2168.68,1266.26,1148.32,BlueDart,No,Held at warehouse
SHP0345,Outbound,Surat,Gujarat,Raw Yarn,2.41,2025-04-23,2025-04-27,2025-05-02,2025-04-27 00:00:00,2025-05-01 00:00:00,-1.0,0,2463.1,3826.54,874.48,BlueDart,No,Expedited
SHP0346,Outbound,Surat,Kerala,Semi-Processed Yarn,8.02,2025-01-14,2025-01-16,2025-01-20,2025-01-16 08:00:00,2025-01-19 21:36:00,-0.1,0,3950.85,2935.96,505.31,VRL Cargo,No,Held at warehouse
SHP0347,Inbound,Uttar Pradesh,Surat,Finished Yarn,16.29,2025-08-20,2025-08-23,2025-08-25,2025-08-23 04:00:00,2025-08-24 00:00:00,-1.0,0,10715.14,4212.01,1018.01,BlueDart,No,Normal
SHP0348,Inbound,Uttar Pradesh,Surat,Semi-Processed Yarn,3.67,2025-07-21,2025-07-24,2025-07-30,2025-07-24 05:00:00,2025-08-06 12:00:00,7.5,1,1799.02,4561.64,1249.98,TCI Express,No,Expedited
SHP0349,Inbound,Punjab,Surat,Finished Yarn,18.26,2025-08-16,2025-08-19,2025-08-22,2025-08-19 00:00:00,2025-08-24 14:24:00,2.6,1,8936.41,2659.88,1212.78,GATI Logistics,No,Damaged
SHP0350,Outbound,Surat,Jaipur,Raw Yarn,8.34,2025-06-26,2025-06-27,2025-07-03,2025-06-27 05:00:00,2025-07-07 19:12:00,4.8,1,6791.73,3897.38,1245.75,VRL Cargo,No,Returned
SHP0351,Outbound,Surat,Assam,Raw Yarn,11.6,2025-06-25,2025-06-26,2025-06-30,2025-06-25 19:00:00,2025-07-03 12:00:00,3.5,1,5480.8,2056.25,1439.07,Delhivery,Yes,Expedited
